,num_ratings,num_users,num_movies,name,algo_name,rmse_all,rmse_non-boycott,rmse_boycott,rmse_all-like-boycott,mae_all,mae_non-boycott,mae_boycott,mae_all-like-boycott,prec10t4_all,prec10t4_non-boycott,prec10t4_boycott,prec10t4_all-like-boycott,prec5t4_all,prec5t4_non-boycott,prec5t4_boycott,prec5t4_all-like-boycott,rec10t4_all,rec10t4_non-boycott,rec10t4_boycott,rec10t4_all-like-boycott,rec5t4_all,rec5t4_non-boycott,rec5t4_boycott,rec5t4_all-like-boycott,ndcg10_all,ndcg10_non-boycott,ndcg10_boycott,ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,prec10t4_frac_all,prec10t4_frac_non-boycott,prec10t4_frac_boycott,prec10t4_frac_all-like-boycott,prec5t4_frac_all,prec5t4_frac_non-boycott,prec5t4_frac_boycott,prec5t4_frac_all-like-boycott,rec10t4_frac_all,rec10t4_frac_non-boycott,rec10t4_frac_boycott,rec10t4_frac_all-like-boycott,rec5t4_frac_all,rec5t4_frac_non-boycott,rec5t4_frac_boycott,rec5t4_frac_all-like-boycott,ndcg10_frac_all,ndcg10_frac_non-boycott,ndcg10_frac_boycott,ndcg10_frac_all-like-boycott,ndcg5_frac_all,ndcg5_frac_non-boycott,ndcg5_frac_boycott,ndcg5_frac_all-like-boycott,ndcgfull_frac_all,ndcgfull_frac_non-boycott,ndcgfull_frac_boycott,ndcgfull_frac_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_KNNBaseline_item_msd,1000060,6039,3706,1 user sample,KNNBaseline_item_msd,0.8851921067551978,0.8851929644483162,0.8743941399962776,0.8743941399962776,0.6949793725442628,0.6949840396030543,0.6631647743485634,0.6631647743485634,0.8913671178841585,0.8913890911987539,0.76,0.76,0.8684175969699013,0.8684290575580678,0.8,0.8,0.6377964575292265,0.6378257656386709,0.462530345471522,0.462530345471522,0.43999393227350403,0.4400264537295227,0.2454318394024276,0.2454318394024276,0.791390764844128,0.7913930370953911,0.7815748129303782,0.7815748129303782,0.7833449695428344,0.7833535578669618,0.7358310869447572,0.7358310869447572,0.9085490403505432,0.9085515882463735,0.8931617355518029,0.8931617355518029,0.9918808709558634,0.9918795254214408,1.0,1.0,0.9918808709558634,0.9918795254214408,1.0,1.0,0.9918808709558634,0.9918795254214408,1.0,1.0,0.9918808709558634,0.9918795254214408,1.0,1.0,0.7239770194267898,0.7239312748481868,1.0,1.0,0.9239771195001575,0.9239645204664463,1.0,1.0,1.0,1.0,1.0,1.0,17.839378929138185,17.839378929138185,17.839378929138185,17.839378929138185,62.778774642944335,125.80706973075867,126.78232021331787,126.78232021331787,200041.8,200012.0,29.8,29.8
0000_SVD,1000060,6039,3706,1 user sample,SVD,0.8740100969438804,0.874011259168898,0.8625341990430044,0.8625341990430044,0.6860874236949268,0.6860917689592207,0.656804823600401,0.656804823600401,0.8945830201683599,0.8946021519770031,0.78,0.78,0.8727907708562992,0.8728029225219054,0.8,0.8,0.639756614588266,0.6397863738555893,0.4615686274509804,0.4615686274509804,0.442014230279182,0.4420483242510721,0.23790849673202613,0.23790849673202613,0.7932553366218272,0.7932596784485633,0.7742739402178611,0.7742739402178611,0.7838238183793362,0.7838396752458676,0.6952178209114486,0.6952178209114486,0.9089674211541714,0.9089717237842805,0.8830005213402566,0.8830005213402566,0.9919803298588571,0.9919790008140229,1.0,1.0,0.9919803298588571,0.9919790008140229,1.0,1.0,0.9919803298588571,0.9919790008140229,1.0,1.0,0.9919803298588571,0.9919790008140229,1.0,1.0,0.7254438975385925,0.725398397509313,1.0,1.0,0.9251723491966635,0.9251599486088791,1.0,1.0,1.0,1.0,1.0,1.0,46.46639165878296,46.46639165878296,46.46639165878296,46.46639165878296,2.9237638473510743,6.453436470031738,7.421688842773437,7.421688842773437,200041.8,200012.0,29.8,29.8
