,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0000_KNNBaseline_item_msd,623322,6040,3632,male users excluded,KNNBaseline_item_msd,0.8999725581233313,0.014526463388165878,0.9232689308517598,0.037822836116594316,0.8922225063878383,0.006776411652672842,0.8922225063878383,0.006776411652672842,0.781103668939862,-0.010456460930860945,0.7761183048209345,-0.015441825049788527,0.7829195309447085,-0.008640598926014542,0.7829195309447085,-0.008640598926014542,0.7733726931713477,0.7681146885988503,0.7754022895938906,0.7754022895938906,0.9051923821645493,0.9013436122635097,0.9067115194317802,0.9067115194317802,6.470200061798096,6.470200061798096,6.470200061798096,6.470200061798096,42.19468469619751,56.588616371154785,86.13528203964233,116.61710515022278,200041.8,49288.0,150753.8,150753.8
0000_SVD,623322,6040,3637,male users excluded,SVD,0.903435774580206,0.029566298804970748,0.9240248707990769,0.0501553950238417,0.8965942927469177,0.022724816971682493,0.8965942927469177,0.022724816971682493,0.7738180995203808,-0.018748981477122673,0.7705424821254792,-0.022024598872024348,0.7750104873817933,-0.01755659361571016,0.7750104873817933,-0.01755659361571016,0.7654821734044701,0.7636772829235241,0.7661840143157951,0.7661840143157951,0.9022903315918926,0.899878915675505,0.9032419912478804,0.9032419912478804,27.282201719284057,27.282201719284057,27.282201719284057,27.282201719284057,3.3864113330841064,5.56423544883728,7.965531206130981,11.168197870254517,200041.8,49288.0,150753.8,150753.8
0001_KNNBaseline_item_msd,877031,6040,3688,female users excluded,KNNBaseline_item_msd,0.889344652885564,0.0038985581503985234,0.8761106254965135,-0.009335469238651917,0.9286482577679769,0.043202163032811436,0.9286482577679769,0.043202163032811436,0.7873021812524564,-0.0042579486182665605,0.7948181253046741,0.003257995433951111,0.7664708559853386,-0.0250892738853844,0.7664708559853386,-0.0250892738853844,0.7792901797222686,0.7867993748539146,0.7599630993149703,0.7599630993149703,0.9066831977990703,0.9102870899958416,0.8975449767839676,0.8975449767839676,11.63236961364746,11.63236961364746,11.63236961364746,11.63236961364746,55.771630144119264,103.5174319267273,113.27543048858642,121.99739861488342,200041.8,150753.8,49288.0,49288.0
0001_SVD,877031,6040,3692,female users excluded,SVD,0.8811666347112986,0.007297158936063419,0.8667661050289505,-0.007103370746284754,0.9238116309456869,0.04994215517045164,0.9238116309456869,0.04994215517045164,0.7882422856303115,-0.004324795367191991,0.7945433032074165,0.0019762222099130033,0.7709174346636577,-0.021649646333845807,0.7709174346636577,-0.021649646333845807,0.7798070364736953,0.7868757297561543,0.761517459290715,0.761517459290715,0.9071854491115742,0.9106731685956564,0.8983431156293132,0.8983431156293132,38.265338611602786,38.265338611602786,38.265338611602786,38.265338611602786,4.131214189529419,7.5365002155303955,9.300192642211915,10.47896761894226,200041.8,150753.8,49288.0,49288.0
