,num_ratings,num_users,num_movies,name,algo_name,rmse_all,increase_from_baseline_rmse_all,rmse_non-boycott,increase_from_baseline_rmse_non-boycott,rmse_boycott,increase_from_baseline_rmse_boycott,rmse_all-like-boycott,increase_from_baseline_rmse_all-like-boycott,ndcg10_all,increase_from_baseline_ndcg10_all,ndcg10_non-boycott,increase_from_baseline_ndcg10_non-boycott,ndcg10_boycott,increase_from_baseline_ndcg10_boycott,ndcg10_all-like-boycott,increase_from_baseline_ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott,increase_rmse_all,percent_increase_rmse_all,increase_rmse_non-boycott,percent_increase_rmse_non-boycott,increase_rmse_boycott,percent_increase_rmse_boycott,increase_rmse_all-like-boycott,percent_increase_rmse_all-like-boycott,increase_ndcg10_all,percent_increase_ndcg10_all,increase_ndcg10_non-boycott,percent_increase_ndcg10_non-boycott,increase_ndcg10_boycott,percent_increase_ndcg10_boycott,increase_ndcg10_all-like-boycott,percent_increase_ndcg10_all-like-boycott,increase_ndcg5_all,percent_increase_ndcg5_all,increase_ndcg5_non-boycott,percent_increase_ndcg5_non-boycott,increase_ndcg5_boycott,percent_increase_ndcg5_boycott,increase_ndcg5_all-like-boycott,percent_increase_ndcg5_all-like-boycott,increase_ndcgfull_all,percent_increase_ndcgfull_all,increase_ndcgfull_non-boycott,percent_increase_ndcgfull_non-boycott,increase_ndcgfull_boycott,percent_increase_ndcgfull_boycott,increase_ndcgfull_all-like-boycott,percent_increase_ndcgfull_all-like-boycott
0017_KNNBaseline_item_msd,998214,6034,3705,6 user sample,KNNBaseline_item_msd,0.8856172584682115,0.0003879493458992522,0.885618741847894,0.00038943272558178416,0.8844632616260004,-0.0007660474963118169,0.8844632616260004,-0.0007660474963118169,0.7910683605812251,-0.001066520513007041,0.7910802182313198,-0.0010546628629123367,0.7783806989792332,-0.013754182114998905,0.7783806989792332,-0.013754182114998905,0.7830243474836613,0.7830091570837803,0.797096894712318,0.797096894712318,0.9081395692902124,0.908143421084588,0.9042713670027738,0.9042713670027738,30.598171997070317,30.598171997070317,30.598171997070317,30.598171997070317,254.66919527053832,459.0841951847077,462.51321520805357,462.53193869590757,200041.8,199642.8,399.0,399.0,0.00027625213503890134,0.03120290747438189,0.0002777355147214333,0.031370456438218515,-0.0008777447071721678,-0.09914199171769232,-0.0008777447071721678,-0.09914199171769232,-0.000545925121527846,-0.06896352572050955,-0.0005340674714331417,-0.06746561817780046,-0.013233586723519708,-1.6717215647228543,-0.013233586723519708,-1.6717215647228543,0.00022804021543432196,0.02913148839832013,0.000212849815553251,0.027190958053448955,0.014300587444091017,1.8268593389251755,0.014300587444091017,1.8268593389251755,-5.857491441674245e-05,-0.006449574334688879,-5.4723120041177964e-05,-0.00602546045600024,-0.003926777201855414,-0.4323700975291421,-0.003926777201855414,-0.4323700975291421
0017_SVD,998214,6034,3705,6 user sample,SVD,0.8739511511579305,-0.0004454034126523121,0.8739235509627541,-0.00047300360782875916,0.8872682643901608,0.01287170981957797,0.8872682643901608,0.01287170981957797,0.7942742898351738,0.0005874183724619009,0.7942959313253073,0.0006090598625954068,0.7716510253617883,-0.022035846100923573,0.7716510253617883,-0.022035846100923573,0.7863199858162326,0.7863247843142349,0.7817809023523166,0.7817809023523166,0.9097200037074029,0.9097296908600262,0.8999852309408327,0.8999852309408327,113.76100764274595,113.76100764274595,113.76100764274595,113.76100764274595,57.194962120056154,97.07577352523806,100.93260970115662,100.95079264640808,200041.8,199642.8,399.0,399.0,-0.011389855175242047,-1.2864935763469882,-0.011417455370418494,-1.2896110412536188,0.0019272580569882347,0.2176853938992821,0.0019272580569882347,0.2176853938992821,0.0026600041324208457,0.33602275507944324,0.0026816456225543517,0.3387565978769231,-0.019963260340964628,-2.521841849183193,-0.019963260340964628,-2.521841849183193,0.0035236785480056154,0.450139904249474,0.003528477046007894,0.45075289871019447,-0.0010154049159104561,-0.12971508762655995,-0.0010154049159104561,-0.12971508762655995,0.0015218595027737258,0.16756910509947381,0.0015315466553970092,0.16863573936701762,-0.008212913263796473,-0.9043085274072079,-0.008212913263796473,-0.9043085274072079
0018_KNNBaseline_item_msd,999837,6034,3706,6 user sample,KNNBaseline_item_msd,0.8854293776684725,0.00020006854616028138,0.8853492534455754,0.00011994432326312143,1.0756692255695683,0.1904399164472561,1.0756692255695683,0.1904399164472561,0.7911959338994805,-0.0009389471947516269,0.7911948052316028,-0.0009400758626293416,0.7900669962413376,-0.0020678848528945526,0.7900669962413376,-0.0020678848528945526,0.7830894177972814,0.7831084862281885,0.7646223206048094,0.7646223206048094,0.9080470142091448,0.9080625738216586,0.8922080240847101,0.8922080240847101,32.46225652694702,32.46225652694702,32.46225652694702,32.46225652694702,270.2977279186249,485.21509685516367,488.8776944160462,488.8812322616577,200041.8,199967.4,74.4,74.4,8.837133529993046e-05,0.009981615520774203,8.24711240277054e-06,0.0009315181770386649,0.19032821923639576,21.49773001305795,0.19032821923639576,21.49773001305795,-0.00041835180327243204,-0.05284793501434119,-0.00041948047115014653,-0.0529905130221032,-0.0015472894614153576,-0.1954600225590619,-0.0015472894614153576,-0.1954600225590619,0.0002931105290543412,0.03744403573864921,0.00031217895996149547,0.03987997350816917,-0.01817398666341763,-2.3216750634453707,-0.01817398666341763,-2.3216750634453707,-0.0001511299954843892,-0.016640641301545932,-0.00013557038297062896,-0.014927401452615514,-0.01599012011991907,-1.7606422367139614,-0.01599012011991907,-1.7606422367139614
0018_SVD,999837,6034,3706,6 user sample,SVD,0.8739439068837367,-0.0004526476868461637,0.8738587738739559,-0.0005377806966269105,1.0749377056697438,0.20054115109916093,1.0749377056697438,0.20054115109916093,0.7935510944375943,-0.00013577702511757828,0.7935505127893713,-0.00013635867334060858,0.7929130037800982,-0.0007738676826136713,0.7929130037800982,-0.0007738676826136713,0.7851957008589762,0.7852239514127611,0.7573665156764008,0.7573665156764008,0.9097630604578508,0.9097820614844644,0.8900705760895086,0.8900705760895086,116.27481503486635,116.27481503486635,116.27481503486635,116.27481503486635,47.51791720390321,86.33413763046266,91.33115057945251,91.33799686431885,200041.8,199967.4,74.4,74.4,-0.011397099449435899,-1.287311823117671,-0.011482232459216646,-1.2969276670887238,0.1895966993365712,21.415104234449288,0.1895966993365712,21.415104234449288,0.0019368087348413665,0.24466571281264474,0.0019362270866183362,0.2445922365965714,0.0012987180773452733,0.16405945430764185,0.0012987180773452733,0.16405945430764185,0.0023993935907491437,0.30651570127131245,0.0024276441445341135,0.3101246291012811,-0.025429791591826234,-3.2485834891799836,-0.025429791591826234,-3.2485834891799836,0.0015649162532216376,0.17231000340703637,0.0015839172798352008,0.17440217092959873,-0.018127568115120618,-1.995992640019779,-0.018127568115120618,-1.995992640019779
0019_KNNBaseline_item_msd,999507,6034,3705,6 user sample,KNNBaseline_item_msd,0.8852566736731408,2.7364550828523623e-05,0.8853485630411866,0.00011925391887435131,0.7426308724901253,-0.14259843663218694,0.7426308724901253,-0.14259843663218694,0.7910009853052994,-0.0011338957889327483,0.7909437306822266,-0.0011911504120055705,0.8409627821799768,0.04882790108574464,0.8409627821799768,0.04882790108574464,0.7821233708643176,0.7820688334673077,0.8322882680144102,0.8322882680144102,0.9080166475655704,0.9079906670385128,0.9341342755183334,0.9341342755183334,29.43292365074158,29.43292365074158,29.43292365074158,29.43292365074158,237.930734205246,451.5142739772797,456.66320910453794,456.6688949584961,200041.8,199901.4,140.4,140.4,-8.433266003182727e-05,-0.0095254438039766,7.556708014000435e-06,0.0008535364294598917,-0.14271013384304732,-16.11922782545808,-0.14271013384304732,-16.11922782545808,-0.0006133003974535534,-0.0774746500322563,-0.0006705550205263755,-0.0847072914975369,0.049348496477223835,6.233906760969438,0.049348496477223835,6.233906760969438,-0.0006729364039094188,-0.08596571006547116,-0.0007274738009193094,-0.09293270729112404,0.04949196074618323,6.322457104952169,0.04949196074618323,6.322457104952169,-0.00018149663905875357,-0.01998425566237008,-0.00020747716611635436,-0.022844922932325106,0.025936131313704203,2.855778937581758,0.025936131313704203,2.855778937581758
0019_SVD,999507,6034,3705,6 user sample,SVD,0.8736112507770872,-0.0007853037934956175,0.8736886605804879,-0.0007078939900948544,0.7550871106046646,-0.11930944396591825,0.7550871106046646,-0.11930944396591825,0.7934920572622369,-0.0001948142004749576,0.7934515021571429,-0.00023536930556899985,0.8288767467651578,0.03518987530244588,0.8288767467651578,0.03518987530244588,0.7845579893247672,0.7845105831430341,0.827965616352963,0.827965616352963,0.9094312608450617,0.9094051993927424,0.93563024203343,0.93563024203343,111.92477173805237,111.92477173805237,111.92477173805237,111.92477173805237,64.24089937210083,114.51181373596191,118.6147428512573,118.62114591598512,200041.8,199901.4,140.4,140.4,-0.011729755556085353,-1.324885605905302,-0.0116523457526847,-1.3161421044920714,-0.13025389572850798,-14.712285412824388,-0.13025389572850798,-14.712285412824388,0.0018777715594839872,0.2372078919491709,0.001837216454389945,0.23208480286064598,0.03726246106240483,4.707148637334811,0.03726246106240483,4.707148637334811,0.001761682056540148,0.22504986804140653,0.001714275874807103,0.2189938632681493,0.04516930908473593,5.770250659761808,0.04516930908473593,5.770250659761808,0.0012331166404324634,0.13577616826253122,0.0012070551881132596,0.13290659046329145,0.02743209782880085,3.020497014208832,0.02743209782880085,3.020497014208832
0020_KNNBaseline_item_msd,999617,6034,3706,6 user sample,KNNBaseline_item_msd,0.8856065427718669,0.0003772336495546647,0.8854033404004449,0.00017403127813264696,1.176145630673572,0.2909163215512598,1.176145630673572,0.2909163215512598,0.7913149347047588,-0.0008199463894733582,0.7913560329433361,-0.0007788481508960166,0.7352001289427152,-0.05693475215151689,0.7352001289427152,-0.05693475215151689,0.7825194854530035,0.7825375120090212,0.7623261015429469,0.7623261015429469,0.90801992512438,0.908034782005173,0.8930898587340634,0.8930898587340634,29.864450454711914,29.864450454711914,29.864450454711914,29.864450454711914,249.40656361579892,455.01911268234255,458.5641929626465,458.56903247833253,200041.8,199923.4,118.4,118.4,0.00026553643869431376,0.029992560696368194,6.233406727229607e-05,0.007040684530186376,0.29080462434039944,32.846623194923325,0.29080462434039944,32.846623194923325,-0.0002993509979941633,-0.0378152597042151,-0.0002582527594168216,-0.03262355974128973,-0.05641415676003769,-7.126470274592911,-0.05641415676003769,-7.126470274592911,-0.0002768218152234825,-0.03536319891307674,-0.0002587952592058018,-0.033060357694958444,-0.020470205725280133,-2.615010512340852,-0.020470205725280133,-2.615010512340852,-0.00017821908024917565,-0.019623369788456704,-0.00016336219945622954,-0.017987506415716906,-0.015108285470565752,-1.6635450718518154,-0.015108285470565752,-1.6635450718518154
0020_SVD,999617,6034,3706,6 user sample,SVD,0.8742976562678324,-9.889830275044975e-05,0.8740886571191275,-0.000307897451455319,1.1722414809933983,0.29784492642281546,1.1722414809933983,0.29784492642281546,0.7933407908861984,-0.00034608057651352997,0.7933965381492929,-0.00029033331341887786,0.7196065205547199,-0.07408035090799203,0.7196065205547199,-0.07408035090799203,0.7850316198880167,0.7850646564781624,0.7480742729871105,0.7480742729871105,0.9091424218895174,0.9091628005474344,0.8886621208640892,0.8886621208640892,120.05833525657654,120.05833525657654,120.05833525657654,120.05833525657654,58.830043077468865,91.1821363449097,96.19608659744264,96.20522580146788,200041.8,199923.4,118.4,118.4,-0.011043350065340185,-1.2473555371707632,-0.011252349214045054,-1.2709621641325577,0.2869004746602257,32.40564625471092,0.2869004746602257,32.40564625471092,0.0017265051834454148,0.21809929591059812,0.0017822524465399558,0.2251415214112473,-0.07200776514803309,-9.096319564787596,-0.07200776514803309,-9.096319564787596,0.002235312619789709,0.2855548242927229,0.0022683492099353497,0.2897751546441691,-0.03472203428111653,-4.43564104208516,-0.03472203428111653,-4.43564104208516,0.0009442776848882506,0.10397265078263496,0.0009646563428051813,0.10621650671286015,-0.019536023340539943,-2.151075012121828,-0.019536023340539943,-2.151075012121828
0021_KNNBaseline_item_msd,998668,6034,3706,6 user sample,KNNBaseline_item_msd,0.8852505039405644,2.1194818252134876e-05,0.8852123396254971,-1.6969496815177895e-05,0.9095466164609304,0.024317307338618036,0.9095466164609304,0.024317307338618036,0.791320016266611,-0.0008148648276211644,0.7913418073329556,-0.0007930737612765747,0.7691906359344317,-0.022944245159800425,0.7691906359344317,-0.022944245159800425,0.7832700207486064,0.7832573900561552,0.7951170456112289,0.7951170456112289,0.9081775580627204,0.90818436782748,0.9013356091867586,0.9013356091867586,28.28425931930542,28.28425931930542,28.28425931930542,28.28425931930542,246.3297709941864,443.40500993728637,446.6139664173126,446.6247020244599,200041.8,199733.6,308.2,308.2,-9.050239260821602e-05,-0.010222320208915982,-0.0001286667076755288,-0.01453301120756049,0.024205610127757793,2.734043713620637,0.024205610127757793,2.734043713620637,-0.00029426943614196954,-0.037173335733921585,-0.0002724783697973798,-0.034420597849050695,-0.02242364976832123,-2.8326484467640336,-0.02242364976832123,-2.8326484467640336,0.00047371348037938965,0.060515548678625866,0.0004610827879282242,0.05890201367164001,0.012320738343001847,1.5739392519617643,0.012320738343001847,1.5739392519617643,-2.0586141908807143e-05,-0.0022667016047291997,-1.377637714916613e-05,-0.0015168911362653179,-0.006862535017870597,-0.7556209029562139,-0.006862535017870597,-0.7556209029562139
0021_SVD,998668,6034,3706,6 user sample,SVD,0.8736805626961773,-0.0007159918744055194,0.8736167069483789,-0.0007798476222039553,0.9140243749724396,0.03962782040185675,0.9140243749724396,0.03962782040185675,0.7939644820881884,0.00027761062547648757,0.7939938249629839,0.0003069535002719892,0.7644939379346354,-0.029192933528076507,0.7644939379346354,-0.029192933528076507,0.7847268129199872,0.7847364651972645,0.7758124316180046,0.7758124316180046,0.9091184282977766,0.9091326240110088,0.8948551060042218,0.8948551060042218,110.97655854225158,110.97655854225158,110.97655854225158,110.97655854225158,66.29814310073853,109.1393452167511,115.500581407547,115.51247844696043,200041.8,199733.6,308.2,308.2,-0.011660443636995255,-1.3170567672324873,-0.01172429938479369,-1.3242693268385208,0.028683368639267015,3.239810246456929,0.028683368639267015,3.239810246456929,0.0023501963854354324,0.29688655547051596,0.002379539260230934,0.3005932691220328,-0.02712034776811756,-3.425954818897888,-0.02712034776811756,-3.425954818897888,0.0019305056517602281,0.24661660176926917,0.001940157929037456,0.24784965271593395,-0.006983875650222404,-0.8921702345012932,-0.006983875650222404,-0.8921702345012932,0.0009202840931473721,0.10133076124630572,0.0009344798063796178,0.1028938246948308,-0.013343038200407387,-1.4691769946406124,-0.013343038200407387,-1.4691769946406124
0022_KNNBaseline_item_msd,999433,6034,3706,6 user sample,KNNBaseline_item_msd,0.8855118757535889,0.0002825666312766817,0.8854697170052834,0.0002404078829711942,0.9375039533725228,0.05227464425021067,0.9375039533725228,0.05227464425021067,0.7913394530634836,-0.0007954280307485018,0.7913212002005585,-0.0008136808936736184,0.8022745928482575,0.010139711754025392,0.8022745928482575,0.010139711754025392,0.7829944950456643,0.7830207193635363,0.7586381102685655,0.7586381102685655,0.9085667204003816,0.9085741826283726,0.9010617651376488,0.9010617651376488,30.531260824203486,30.531260824203486,30.531260824203486,30.531260824203486,255.82551865577702,455.8788106441498,459.24636950492857,459.2525396823883,200041.8,199886.6,155.2,155.2,0.0001708694204163308,0.01929984256846102,0.0001287106721108433,0.014537977026945339,0.052162947039350205,5.891848075059134,0.052162947039350205,5.891848075059134,-0.0002748326392693068,-0.03471799893370103,-0.0002930855021944234,-0.03702377628698777,0.010660307145504588,1.346654215069014,0.010660307145504588,1.346654215069014,0.00019818777743729754,0.025317924420073693,0.00022441209530932316,0.028668006379905905,-0.024158196999661485,-3.0861408996636492,-0.024158196999661485,-3.0861408996636492,0.0003685761957523681,0.04058323594959064,0.0003760384237434522,0.04140488792484536,-0.007136379066980392,-0.7857733593179937,-0.007136379066980392,-0.7857733593179937
0022_SVD,999433,6034,3706,6 user sample,SVD,0.8732362197760152,-0.0011603347945676745,0.8731830430347598,-0.0012135115358230528,0.9386314556535568,0.06423490108297403,0.9386314556535568,0.06423490108297403,0.7933734498147198,-0.0003134216479920849,0.7933582656024065,-0.0003286058603053643,0.8025384968127524,0.00885162535004047,0.8025384968127524,0.00885162535004047,0.7844150153534358,0.784442460534191,0.7589314773676687,0.7589314773676687,0.909234892010628,0.9092438539616744,0.9002244772849973,0.9002244772849973,114.25008907318116,114.25008907318116,114.25008907318116,114.25008907318116,60.75150294303894,95.90735592842104,100.37213029861452,100.3833438873291,200041.8,199886.6,155.2,155.2,-0.01210478655715741,-1.3672456681174125,-0.012157963298412788,-1.3732520250889055,0.05329044932038418,6.01920039162061,0.05329044932038418,6.01920039162061,0.00175916411196686,0.22222490722298777,0.0017439798996535805,0.2203067745430299,0.010924211109999415,1.3799916584756278,0.010924211109999415,1.3799916584756278,0.0016187080852088087,0.20678535018358926,0.0016461532659639566,0.210291393901517,-0.02386482990055827,-3.048664087831591,-0.02386482990055827,-3.048664087831591,0.0010367478059988278,0.11415436296743132,0.00104570975704521,0.11514114664493277,-0.007973666919631861,-0.8779655596648398,-0.007973666919631861,-0.8779655596648398
0023_KNNBaseline_item_msd,999184,6034,3706,6 user sample,KNNBaseline_item_msd,0.8853869263091108,0.00015761718679851988,0.8853640976529465,0.0001347885306343111,0.9068516626326568,0.021622353510344583,0.9068516626326568,0.021622353510344583,0.7915508550823009,-0.0005840260119311934,0.7915402450940187,-0.0005946360002134776,0.8002055396721677,0.008070658577935541,0.8002055396721677,0.008070658577935541,0.7838273867939786,0.7838281697238261,0.7831778451919675,0.7831778451919675,0.9084753605463576,0.9084709373869172,0.9129209368348914,0.9129209368348914,30.48897776603699,30.48897776603699,30.48897776603699,30.48897776603699,265.845362329483,476.297339963913,479.47278943061826,479.4798416137695,200041.8,199836.8,205.0,205.0,4.591997593816899e-05,0.00518669931808042,2.3091319773960173e-05,0.0026081836951840475,0.021510656299484232,2.4296464464664496,0.021510656299484232,2.4296464464664496,-6.343062045199854e-05,-0.008012819070803937,-7.404060873428264e-05,-0.009353116798360117,0.008591253969414736,1.0852828359189954,0.008591253969414736,1.0852828359189954,0.0010310795257515437,0.13171747441550485,0.001031862455599053,0.13181749147489052,0.00038153792374051587,0.04874038369853743,0.00038153792374051587,0.04874038369853743,0.0002772163417283924,0.03052377319832222,0.0002727931822880114,0.03003674738037644,0.004722792630262207,0.5200178683912944,0.004722792630262207,0.5200178683912944
0023_SVD,999184,6034,3706,6 user sample,SVD,0.8744382840295822,4.172945899938441e-05,0.8744022197541158,5.665183532954642e-06,0.9083895572573236,0.033993002686740666,0.9083895572573236,0.033993002686740666,0.7928948454770519,-0.0007920259856599722,0.7928794058082327,-0.0008074656544792003,0.8053749991188857,0.011688127656173776,0.8053749991188857,0.011688127656173776,0.7848757478572111,0.7848922691444169,0.7696313041316396,0.7696313041316396,0.9092219803741546,0.9092174502325984,0.913776353282163,0.913776353282163,127.92929277420043,127.92929277420043,127.92929277420043,127.92929277420043,60.90926365852356,102.71122031211851,106.27279095649722,106.2801558494568,200041.8,199836.8,205.0,205.0,-0.010902722303590351,-1.2314715149980782,-0.01093878657905678,-1.2355450047843242,0.023048550924151034,2.6033529181723427,0.023048550924151034,2.6033529181723427,0.0012805597742989727,0.1617656221504593,0.0012651201054797445,0.15981521914509644,0.01376071341613272,1.7383103949313765,0.01376071341613272,1.7383103949313765,0.002079440588984127,0.26564261605179007,0.002095961876189878,0.2677531634639778,-0.013165003136587416,-1.6817916761168876,-0.013165003136587416,-1.6817916761168876,0.001023836169525394,0.11273268681054582,0.0010193060279691801,0.11223388139180307,0.005578209077533813,0.6142061744047088,0.005578209077533813,0.6142061744047088
0024_KNNBaseline_item_msd,999889,6034,3706,6 user sample,KNNBaseline_item_msd,0.8853309385269345,0.0001016294046222166,0.8853245850216279,9.527589931568324e-05,0.9028232067191424,0.017593897596830055,0.9028232067191424,0.017593897596830055,0.7918897567740177,-0.000245124320214396,0.7918509042654407,-0.0002839768287914435,0.8298913495300972,0.03775646843586511,0.8298913495300972,0.03775646843586511,0.7829027389128473,0.7829037545487086,0.779852380401403,0.779852380401403,0.908275493200416,0.9082827514866176,0.900976077822334,0.900976077822334,29.7860764503479,29.7860764503479,29.7860764503479,29.7860764503479,270.65760288238533,473.6764545917511,476.9050239086152,476.90833988189695,200041.8,199977.8,64.0,64.0,-1.0067806238134303e-05,-0.00113716705383751,-1.642131154466764e-05,-0.0018548007408670678,0.017482200385969815,1.9746290142344194,0.017482200385969815,1.9746290142344194,0.00027547107126479897,0.03479864831143749,0.0002366185626877515,0.02989063827690959,0.038277063827344304,4.835317466935803,0.038277063827344304,4.835317466935803,0.00010643164462031951,0.013596339639329756,0.00010744728048162067,0.013726084229572584,-0.002943926866823987,-0.3760782772593284,-0.002943926866823987,-0.3760782772593284,7.734899578681897e-05,0.00851675334071055,8.460728198844691e-05,0.009315949666748468,-0.007222066382295167,-0.7952082294354412,-0.007222066382295167,-0.7952082294354412
0024_SVD,999889,6034,3706,6 user sample,SVD,0.873996762808353,-0.0003997917622298175,0.8739852686587986,-0.0004112859117842982,0.9067814656012194,0.032384911030636565,0.9067814656012194,0.032384911030636565,0.7936060126341993,-8.085882851260884e-05,0.7935669682055444,-0.00011990325716748627,0.8338277120499702,0.040140840587258315,0.8338277120499702,0.040140840587258315,0.7849044337607343,0.7849127862797044,0.7726425060640356,0.7726425060640356,0.9095686163481862,0.9095745561958828,0.90359410575024,0.90359410575024,109.094207239151,109.094207239151,109.094207239151,109.094207239151,64.08684573173522,104.59024648666382,108.32569189071657,108.32949962615969,200041.8,199977.8,64.0,64.0,-0.011344243524819553,-1.2813417026512917,-0.011355737674374033,-1.2826399763641614,0.02144045926804683,2.4217176336208617,0.02144045926804683,2.4217176336208617,0.001991726931446336,0.25160320719555823,0.0019526825027914585,0.24667095302075948,0.04221342634721725,5.332575107552844,0.04221342634721725,5.332575107552844,0.002108126492507245,0.26930715857157084,0.002116479011477379,0.27037416909430595,-0.010153801204191404,-1.2971192007312549,-0.010153801204191404,-1.2971192007312549,0.001370472143557011,0.1509001259584412,0.001376411991253601,0.15155415148519363,-0.00460403845438917,-0.5069420680683332,-0.00460403845438917,-0.5069420680683332
0025_KNNBaseline_item_msd,999474,6034,3706,6 user sample,KNNBaseline_item_msd,0.8852461910537512,1.6881931439005623e-05,0.8852273349712514,-1.9741510608461965e-06,0.908679125255862,0.023449816133549684,0.908679125255862,0.023449816133549684,0.7914286949594758,-0.0007061861347563703,0.7914433299224306,-0.0006915511718015299,0.7768391569670172,-0.015295724127214916,0.7768391569670172,-0.015295724127214916,0.7824522426300694,0.7824938662003891,0.7417604164023389,0.7417604164023389,0.9080819612012944,0.9080924476651614,0.8975430709108322,0.8975430709108322,32.954013919830324,32.954013919830324,32.954013919830324,32.954013919830324,259.22302942276,477.07175703048716,481.2073929309845,481.2135221481323,200041.8,199894.8,147.0,147.0,-9.481527942134527e-05,-0.010709464346855777,-0.00011367136192119709,-0.012839274483850142,0.023338118922689444,2.636059863458625,0.023338118922689444,2.636059863458625,-0.00018559074327717529,-0.02344459247756219,-0.00017095578032233494,-0.021595843254719627,-0.01477512873573572,-1.8664555456599863,-0.01477512873573572,-1.8664555456599863,-0.0003440646381576151,-0.04395327813416991,-0.0003024410678379441,-0.038635985508591826,-0.0410358908658881,-5.2422182482047734,-0.0410358908658881,-5.2422182482047734,-0.00011618300333482434,-0.012792693320968376,-0.00010569653946779223,-0.011638048386495865,-0.010655073293797002,-1.173210203278754,-0.010655073293797002,-1.173210203278754
0025_SVD,999474,6034,3706,6 user sample,SVD,0.8734032617762845,-0.0009932927942983838,0.8733792931996955,-0.0010172613708873124,0.9036210178312338,0.029224463260650983,0.9036210178312338,0.029224463260650983,0.7935322664930696,-0.000154604969642258,0.7935437413648566,-0.00014313009785527075,0.7842324627307281,-0.009454408731983777,0.7842324627307281,-0.009454408731983777,0.7850377739631036,0.785076942661255,0.7464742200561677,0.7464742200561677,0.9095643433483106,0.9095756365509556,0.8982142191436366,0.8982142191436366,124.75346689224243,124.75346689224243,124.75346689224243,124.75346689224243,45.76357750892639,80.76462864875793,84.64194049835206,84.64799609184266,200041.8,199894.8,147.0,147.0,-0.011937744556888119,-1.3483781358248408,-0.011961713133477048,-1.3510854064039142,0.018280011498061244,2.0647424401781396,0.018280011498061244,2.0647424401781396,0.0019179807903166868,0.24228728876639785,0.001929455662103674,0.24373684216560168,-0.007381822972024832,-0.932502495893141,-0.007381822972024832,-0.932502495893141,0.0022414666948765705,0.2863409898673074,0.00228063539302803,0.2913446795612648,-0.03632208721205932,-4.640043249413729,-0.03632208721205932,-4.640043249413729,0.0013661991436814125,0.15042963392948638,0.0013774923463264477,0.15167310736280037,-0.009983925060992549,-1.099311325915134,-0.009983925060992549,-1.099311325915134
0026_KNNBaseline_item_msd,999507,6034,3706,6 user sample,KNNBaseline_item_msd,0.8853774471128926,0.00014813799058033259,0.8852942595892994,6.495046698717921e-05,0.995845621589886,0.11061631246757386,0.995845621589886,0.11061631246757386,0.7909423560188638,-0.0011925250753683778,0.7909677571343826,-0.0011671239598495251,0.7645234194809156,-0.027611461613316512,0.7645234194809156,-0.027611461613316512,0.7826182835294551,0.7826228608416368,0.7748163047728494,0.7748163047728494,0.9080328555190824,0.9080487260298892,0.8920826340922915,0.8920826340922915,32.5974241733551,32.5974241733551,32.5974241733551,32.5974241733551,246.69564929008484,457.243270778656,461.00417323112487,461.01178760528563,200041.8,199901.4,140.4,140.4,3.644077971998172e-05,0.00411601625354607,-4.674674387317168e-05,-0.005280083441157123,0.1105046152567134,12.481587825056435,0.1105046152567134,12.481587825056435,-0.0006719296838891831,-0.08488094467530734,-0.0006465285683703303,-0.08167217040510794,-0.027090866221837318,-3.422230587689242,-0.027090866221837318,-3.422230587689242,-0.00017802373877195965,-0.022742025878126605,-0.00017344642659022913,-0.022157287276368984,-0.00798000249537767,-1.0194226034644926,-0.00798000249537767,-1.0194226034644926,-0.00016528868554677167,-0.018199628198043303,-0.0001494181747400125,-0.016452155919220487,-0.016115510112337694,-1.7744486943926914,-0.016115510112337694,-1.7744486943926914
0026_SVD,999507,6034,3706,6 user sample,SVD,0.8738729684445043,-0.0005235861260785013,0.8737732471147067,-0.000623307455876132,1.00480952822089,0.13041297365030713,1.00480952822089,0.13041297365030713,0.7937145596317341,2.768816902209981e-05,0.7937509826968776,6.411123416572018e-05,0.7549239254722491,-0.038762945990462816,0.7549239254722491,-0.038762945990462816,0.7848396316979808,0.7848686445060318,0.7536951590933421,0.7536951590933421,0.909719780098824,0.9097477368169916,0.8816242919920271,0.8816242919920271,116.89690871238709,116.89690871238709,116.89690871238709,116.89690871238709,58.962154960632326,95.89097990989686,100.68846797943115,100.69959535598757,200041.8,199901.4,140.4,140.4,-0.011468037888668237,-1.2953243785878106,-0.011567759218465867,-1.3065879853883866,0.1194685218877174,13.494068503900163,0.1194685218877174,13.494068503900163,0.0021002739289811556,0.265315314151594,0.002136696994124665,0.2699164268148369,-0.03669036023050387,-4.634878487309274,-0.03669036023050387,-4.634878487309274,0.0020433244297537456,0.2610288795158554,0.0020723372378047555,0.2647351831585307,-0.02910114817488496,-3.7175888420374705,-0.02910114817488496,-3.7175888420374705,0.0015216358941948505,0.16754448397683638,0.001549592612362427,0.17062274595589608,-0.02657385221260211,-2.9259971936933034,-0.02657385221260211,-2.9259971936933034
