,num_ratings,num_users,num_movies,name,algo_name,rmse_all,rmse_non-boycott,rmse_boycott,rmse_all-like-boycott,mae_all,mae_non-boycott,mae_boycott,mae_all-like-boycott,prec10t4_all,prec10t4_non-boycott,prec10t4_boycott,prec10t4_all-like-boycott,prec5t4_all,prec5t4_non-boycott,prec5t4_boycott,prec5t4_all-like-boycott,rec10t4_all,rec10t4_non-boycott,rec10t4_boycott,rec10t4_all-like-boycott,rec5t4_all,rec5t4_non-boycott,rec5t4_boycott,rec5t4_all-like-boycott,ndcg10_all,ndcg10_non-boycott,ndcg10_boycott,ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0001_KNNBaseline_item_msd,99728,942,1682,individual,KNNBaseline_item_msd,0.9316670030204625,0.9313288666470159,1.0462476015069342,1.0462476015069342,0.7323969400530496,0.7320282595197735,0.86770537134816,0.86770537134816,0.8881888276583589,0.8881976063938442,0.8800000000000001,0.8800000000000001,0.8436636867510792,0.8435807969768302,0.9199999999999999,0.9199999999999999,0.731088707720237,0.7315865438248266,0.2722002543012816,0.2722002543012816,0.5299975539938778,0.5304178899404705,0.14257259656109686,0.14257259656109686,0.7769367855465416,0.7769572929631895,0.7648248292958122,0.7648248292958122,0.7646407858860442,0.7646260402254865,0.7770305295247123,0.7770305295247123,0.8969091550291758,0.896888548420247,0.9163230460985823,0.9163230460985823,1.6638299465179442,1.6638299465179442,1.6638299465179442,1.6638299465179442,8.957488965988158,17.57561297416687,17.828093099594117,17.832419395446777,20000.0,19945.6,54.4,54.4
0001_SVD,99728,942,1682,individual,SVD,0.9355923637238248,0.9352824114108846,1.039968638823359,1.039968638823359,0.7372053533037729,0.7368551883917402,0.8660476909474856,0.8660476909474856,0.88396181611059,0.8840095251346328,0.8400000000000001,0.8400000000000001,0.8384590917565401,0.8383702999610578,0.9199999999999999,0.9199999999999999,0.7283561224069927,0.7288652917263697,0.26072151441221647,0.26072151441221647,0.5267588745139606,0.5271769268142112,0.14281422246317882,0.14281422246317882,0.7726195725129995,0.772644039445781,0.7575925535170803,0.7575925535170803,0.7587705496393242,0.7586961591006138,0.8198782292961226,0.8198782292961226,0.8930711911049901,0.8930370898918725,0.9251040475122094,0.9251040475122094,12.305769777297973,12.305769777297973,12.305769777297973,12.305769777297973,0.4009234428405762,1.0508766651153565,1.3068789482116698,1.3099021911621094,20000.0,19945.6,54.4,54.4
