,num_ratings,num_users,num_movies,name,algo_name,rmse_all,rmse_non-boycott,rmse_boycott,rmse_all-like-boycott,mae_all,mae_non-boycott,mae_boycott,mae_all-like-boycott,prec10t4_all,prec10t4_non-boycott,prec10t4_boycott,prec10t4_all-like-boycott,prec5t4_all,prec5t4_non-boycott,prec5t4_boycott,prec5t4_all-like-boycott,rec10t4_all,rec10t4_non-boycott,rec10t4_boycott,rec10t4_all-like-boycott,rec5t4_all,rec5t4_non-boycott,rec5t4_boycott,rec5t4_all-like-boycott,ndcg10_all,ndcg10_non-boycott,ndcg10_boycott,ndcg10_all-like-boycott,ndcg5_all,ndcg5_non-boycott,ndcg5_boycott,ndcg5_all-like-boycott,ndcgfull_all,ndcgfull_non-boycott,ndcgfull_boycott,ndcgfull_all-like-boycott,prec10t4_frac_all,prec10t4_frac_non-boycott,prec10t4_frac_boycott,prec10t4_frac_all-like-boycott,prec5t4_frac_all,prec5t4_frac_non-boycott,prec5t4_frac_boycott,prec5t4_frac_all-like-boycott,rec10t4_frac_all,rec10t4_frac_non-boycott,rec10t4_frac_boycott,rec10t4_frac_all-like-boycott,rec5t4_frac_all,rec5t4_frac_non-boycott,rec5t4_frac_boycott,rec5t4_frac_all-like-boycott,ndcg10_frac_all,ndcg10_frac_non-boycott,ndcg10_frac_boycott,ndcg10_frac_all-like-boycott,ndcg5_frac_all,ndcg5_frac_non-boycott,ndcg5_frac_boycott,ndcg5_frac_all-like-boycott,ndcgfull_frac_all,ndcgfull_frac_non-boycott,ndcgfull_frac_boycott,ndcgfull_frac_all-like-boycott,tailprec10t4_all,tailprec10t4_non-boycott,tailprec10t4_boycott,tailprec10t4_all-like-boycott,tailprec5t4_all,tailprec5t4_non-boycott,tailprec5t4_boycott,tailprec5t4_all-like-boycott,tailrec10t4_all,tailrec10t4_non-boycott,tailrec10t4_boycott,tailrec10t4_all-like-boycott,tailrec5t4_all,tailrec5t4_non-boycott,tailrec5t4_boycott,tailrec5t4_all-like-boycott,tailndcg10_all,tailndcg10_non-boycott,tailndcg10_boycott,tailndcg10_all-like-boycott,tailndcg5_all,tailndcg5_non-boycott,tailndcg5_boycott,tailndcg5_all-like-boycott,tailndcgfull_all,tailndcgfull_non-boycott,tailndcgfull_boycott,tailndcgfull_all-like-boycott,fit_time_all,fit_time_non-boycott,fit_time_boycott,fit_time_all-like-boycott,test_times_all,test_times_non-boycott,test_times_boycott,test_times_all-like-boycott,num_tested_all,num_tested_non-boycott,num_tested_boycott,num_tested_all-like-boycott
0012_MovieMean,896701,5436,3698,604 user sample,MovieMean,0.9797451490967319,0.9805287548623343,0.9729235401906153,0.9729235401906153,0.7827526895685872,0.7832393084201732,0.7785370596374156,0.7785370596374156,0.7857275536733274,0.7851523901686029,0.7908862765151753,0.7908862765151753,0.8105151356039206,0.8102935704707056,0.8124873571997799,0.8124873571997799,0.6324071370229886,0.6338103370724237,0.6197634893400943,0.6197634893400943,0.43633182013024674,0.437358981446547,0.42706919271652843,0.42706919271652843,0.7732351967341657,0.7736621894255754,0.769419993860467,0.769419993860467,0.7665578055334833,0.7668629409682303,0.7637842618870565,0.7637842618870565,0.9027756591074549,0.9027249303220707,0.9032312572394312,0.9032312572394312,0.9923787236869673,0.9924160956802407,0.9920408791885768,0.9920408791885768,0.9923787236869673,0.9924160956802407,0.9920408791885768,0.9920408791885768,0.9923787236869673,0.9924160956802407,0.9920408791885768,0.9920408791885768,0.9923787236869673,0.9924160956802407,0.9920408791885768,0.9920408791885768,0.7246337729335135,0.7232896707494104,0.7367329651712834,0.7367329651712834,0.925806416630655,0.9261834455024408,0.9224065477107214,0.9224065477107214,1.0,1.0,1.0,1.0,0.7428706691829395,0.7422323247351776,0.7486281706376376,0.7486281706376376,0.7625456680786206,0.7618848293372829,0.7684949766036692,0.7684949766036692,0.731980278052778,0.732895655113041,0.7236920824179781,0.7236920824179781,0.557136118083001,0.5586243493512735,0.543648785022395,0.543648785022395,0.7551292469522132,0.7552624883071076,0.7539575984735398,0.7539575984735398,0.7473123365004118,0.7477808469743505,0.7431088112208566,0.7431088112208566,0.8995052702829083,0.8994749369349044,0.8997661522230219,0.8997661522230219,3.61497483253479,3.61497483253479,3.61497483253479,3.61497483253479,60.64290165901184,107.19592747688293,125.71481351852417,129.09377360343933,200041.8,179340.2,20701.6,20701.6
0013_GlobalMean,902584,5436,3696,604 user sample,GlobalMean,1.1171053448129005,1.118281152730879,1.1061391089498132,1.1061391089498132,0.9343391505352419,0.9350877345643447,0.9274181918442705,0.9274181918442705,0.6268188954284336,0.625529592423836,0.6384303113400006,0.6384303113400006,0.6299978730120689,0.6287181837162586,0.6415350424140669,0.6415350424140669,0.5703653132232849,0.5687376781319362,0.585019145189024,0.585019145189024,0.37132380261531905,0.36953195307953307,0.38747646681806097,0.38747646681806097,0.5926777070056335,0.5922695106313665,0.5964857144488241,0.5964857144488241,0.5810613582821464,0.5802824742105109,0.5880985861680486,0.5880985861680486,0.8274886925537086,0.8271296123937939,0.8307258999170847,0.8307258999170847,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.7247657355643772,0.7277087873167841,0.6982611000208597,0.6982611000208597,0.9266416921574446,0.9273687377759303,0.9200898691656821,0.9200898691656821,1.0,1.0,1.0,1.0,0.5902677126652801,0.5895743803939777,0.596519644687174,0.596519644687174,0.5916120890207637,0.5907895466684743,0.5990388740929667,0.5990388740929667,0.6724297682887406,0.6712183991056432,0.6833668108180079,0.6833668108180079,0.48980076460249194,0.4874251246954121,0.5112372928919512,0.5112372928919512,0.5865444057318289,0.5861834569435158,0.5899409857769756,0.5899409857769756,0.5811339123698912,0.5804965972692614,0.5870365918690647,0.5870365918690647,0.8321177136114472,0.8317632793761811,0.8353173473403551,0.8353173473403551,1.5903653621673584,1.5903653621673584,1.5903653621673584,1.5903653621673584,58.401882076263426,105.63412666320801,117.44730834960937,118.80983748435975,200041.8,180516.8,19525.0,19525.0
0013_MovieMean,902584,5436,3696,604 user sample,MovieMean,0.9797021165528896,0.9808840975450955,0.9686758973751866,0.9686758973751866,0.7826444338456869,0.7831808919418128,0.7776846659238521,0.7776846659238521,0.7854703303491968,0.7848305431174631,0.7912633429355693,0.7912633429355693,0.8096210791388335,0.8091684102599853,0.8137344159721064,0.8137344159721064,0.6316782064076488,0.6304618142009744,0.6426387201289636,0.6426387201289636,0.43538176215136726,0.4339001036233192,0.44874936004415716,0.44874936004415716,0.7732668325499856,0.7728370163094909,0.7773301890011809,0.7773301890011809,0.766637078395121,0.7660206242841048,0.7722545645683028,0.7722545645683028,0.9028183263886935,0.9024845038503824,0.9058251610948165,0.9058251610948165,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.9912155335474034,0.9913077604556706,0.9903808661254683,0.9903808661254683,0.7247657355643772,0.7277087873167841,0.6982611000208597,0.6982611000208597,0.9266416921574446,0.9273687377759303,0.9200898691656821,0.9200898691656821,1.0,1.0,1.0,1.0,0.7427280621804878,0.7419383842492128,0.7498490142259933,0.7498490142259933,0.761966490518685,0.7610849214471858,0.7699263271070165,0.7699263271070165,0.731734322155812,0.7307911324639157,0.7402366576103854,0.7402366576103854,0.5567074355327611,0.5547699997489259,0.5742002339634025,0.5742002339634025,0.7551939594449257,0.7542849913184843,0.7638010729261553,0.7638010729261553,0.7473708412963614,0.7459628300154313,0.7604380438131285,0.7604380438131285,0.8997395200662368,0.8991997689956668,0.9046031642151892,0.9046031642151892,3.0323040008544924,3.0323040008544924,3.0323040008544924,3.0323040008544924,51.283549785614014,92.42531991004944,110.09906573295594,115.40770373344421,200041.8,180516.8,19525.0,19525.0
0014_GlobalMean,900403,5436,3700,604 user sample,GlobalMean,1.1171104233338514,1.1154409435287291,1.1320398490475712,1.1320398490475712,0.9332473449639105,0.9322092359399934,0.942612735794692,0.942612735794692,0.6287658753986871,0.6292785981878388,0.6241306419758149,0.6241306419758149,0.6276853599703514,0.6282220354363564,0.622841472248912,0.622841472248912,0.5704507053470145,0.5712738427456252,0.5630188032560258,0.5630188032560258,0.37076478562146753,0.3712601676771148,0.366290516808943,0.366290516808943,0.5913591575796062,0.5918730625017887,0.5866327508090138,0.5866327508090138,0.578268002151755,0.5785381059913414,0.5758295017914674,0.5758295017914674,0.8273680454355015,0.827297697925033,0.8280009997696076,0.8280009997696076,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.7245943793335173,0.7245820277769184,0.7247031328145088,0.7247031328145088,0.9224682021353139,0.9224767307784653,0.9223972380293425,0.9223972380293425,1.0,1.0,1.0,1.0,0.5922475286563886,0.5923742135403816,0.5911498202080566,0.5911498202080566,0.5921803633141515,0.5923881261715489,0.590356748337401,0.590356748337401,0.6725553037873736,0.6724135695448956,0.6738218844211552,0.6738218844211552,0.488895181639705,0.4888486851233028,0.4893198047272704,0.4893198047272704,0.5863200409227689,0.5866166296917669,0.583666121782036,0.583666121782036,0.5797278525330603,0.5801990129603902,0.5753418268774876,0.5753418268774876,0.8318673587593034,0.832182989781589,0.8290325236676355,0.8290325236676355,1.1805483818054199,1.1805483818054199,1.1805483818054199,1.1805483818054199,53.66929321289062,89.75994071960449,101.69301867485046,106.75227603912353,200041.8,180080.6,19961.2,19961.2
0014_MovieMean,900403,5436,3700,604 user sample,MovieMean,0.9795997463742753,0.9783365208216539,0.9909109917469155,0.9909109917469155,0.7819380591467517,0.781037862848242,0.790059254362754,0.790059254362754,0.7863146536616944,0.786502939477694,0.7845952835935152,0.7845952835935152,0.8109077492566857,0.8111616585667969,0.8086019077151105,0.8086019077151105,0.6320712610575887,0.6328934607955254,0.6246436363606698,0.6246436363606698,0.43498736248359143,0.4356933327473227,0.42860699752755876,0.42860699752755876,0.7729687254695186,0.7734725433413817,0.7684511170873758,0.7684511170873758,0.7658355697933517,0.7663337025403228,0.7613280690941193,0.7613280690941193,0.9022960791895969,0.9023183806684354,0.9020967580592039,0.9020967580592039,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.9912196136383546,0.9913861980325578,0.9897191526544378,0.9897191526544378,0.7245943793335173,0.7245820277769184,0.7247031328145088,0.7247031328145088,0.9224682021353139,0.9224767307784653,0.9223972380293425,0.9223972380293425,1.0,1.0,1.0,1.0,0.7442865948681243,0.744344452862444,0.7437776675717529,0.7437776675717529,0.7639629548390353,0.7639998945136368,0.7636545766945365,0.7636545766945365,0.7319986458112997,0.7321085455330352,0.731016819103084,0.731016819103084,0.5571595788194112,0.557124599035912,0.5574881744803136,0.5574881744803136,0.7551147010154657,0.7557373418351755,0.7495368625849261,0.7495368625849261,0.7468295921528313,0.7474104347569999,0.7417136274493703,0.7417136274493703,0.8999653484729979,0.900086598771672,0.8988749299802778,0.8988749299802778,2.8991103172302246,2.8991103172302246,2.8991103172302246,2.8991103172302246,47.39866805076599,86.25754404067993,100.75956015586853,108.00760207176208,200041.8,180080.6,19961.2,19961.2
0015_GlobalMean,898239,5436,3698,604 user sample,GlobalMean,1.1171017091114273,1.1166446254204807,1.121119063688112,1.121119063688112,0.9339196268705112,0.933508052748486,0.93754512108224,0.93754512108224,0.6293517142366316,0.6287198508258267,0.6350600488681006,0.6350600488681006,0.6283571655379726,0.627759676764909,0.6337545384375324,0.6337545384375324,0.570586062199445,0.5715090918235428,0.5622712221066269,0.5622712221066269,0.37057482772303835,0.3715162442764529,0.3620915626930895,0.3620915626930895,0.5921778882908212,0.5919884046404699,0.593800515048454,0.593800515048454,0.5786110775598268,0.5785139076232001,0.5794619764052584,0.5794619764052584,0.8276186186574623,0.8276305194356952,0.8275109854823318,0.8275109854823318,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.7250981284975243,0.7245849940947563,0.7297063248877027,0.7297063248877027,0.9242828762912602,0.9235246353663488,0.9311011169318968,0.9311011169318968,1.0,1.0,1.0,1.0,0.5926468002996682,0.5915700698124543,0.602277940477797,0.602277940477797,0.5919278661122072,0.5908957386836171,0.6011788082748272,0.6011788082748272,0.6730222896020864,0.6741509656454197,0.6628665157206213,0.6628665157206213,0.4892859907259951,0.49018070364491806,0.48122367193349974,0.48122367193349974,0.5869180665947944,0.5869962737135765,0.586040520233228,0.586040520233228,0.5784934245496391,0.5787409677350001,0.5762562441859503,0.5762562441859503,0.8320295677676388,0.8321395941833065,0.8310290422489011,0.8310290422489011,1.411689567565918,1.411689567565918,1.411689567565918,1.411689567565918,61.59296412467957,109.43353199958801,121.78232455253601,123.3345643043518,200041.8,179647.8,20394.0,20394.0
0015_MovieMean,898239,5436,3698,604 user sample,MovieMean,0.9797495400847158,0.9806416258542192,0.9718544384006096,0.9718544384006096,0.7825082001424124,0.7834357232823856,0.7743377782126317,0.7743377782126317,0.7854955398127148,0.7849692626227629,0.7902462987632584,0.7902462987632584,0.8096886937332055,0.809229101108753,0.8138373718668197,0.8138373718668197,0.6318754900968555,0.6332763783913811,0.6192572144305768,0.6192572144305768,0.43541216995500953,0.4366919561347321,0.42388674758105466,0.42388674758105466,0.7737583535133801,0.7741302712676424,0.770427438673601,0.770427438673601,0.7659386845045109,0.7659916825152371,0.7654657343525514,0.7654657343525514,0.9024142962010554,0.9025597356794979,0.9011062658253568,0.9011062658253568,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.9917490138657816,0.9918627686360241,0.9907251820368357,0.9907251820368357,0.7250981284975243,0.7245849940947563,0.7297063248877027,0.7297063248877027,0.9242828762912602,0.9235246353663488,0.9311011169318968,0.9311011169318968,1.0,1.0,1.0,1.0,0.7431838229475849,0.742580328710166,0.7485375433166095,0.7485375433166095,0.7630680031095517,0.7621143678611675,0.771568611156429,0.771568611156429,0.7323446760731706,0.7339069473409667,0.718316962255126,0.718316962255126,0.5562258522288833,0.557657972483111,0.5433471317251745,0.5433471317251745,0.755740874687398,0.7565312148877738,0.7487575900954587,0.7487575900954587,0.7465947182204504,0.7470393693878552,0.7426171628422168,0.7426171628422168,0.89936538808513,0.899504704894691,0.898110014667893,0.898110014667893,3.396297073364258,3.396297073364258,3.396297073364258,3.396297073364258,48.08954358100891,88.329021692276,102.09143295288087,108.14228973388671,200041.8,179647.8,20394.0,20394.0
0016_GlobalMean,896857,5436,3695,604 user sample,GlobalMean,1.1171017361279825,1.1186311576687913,1.1037394490016281,1.1037394490016281,0.9339549936172737,0.9352875873727287,0.922391174150744,0.922391174150744,0.6275643210109414,0.6277685100822583,0.6257349691389742,0.6257349691389742,0.6277649180541534,0.6282279292945222,0.6236107164094935,0.6236107164094935,0.5698743889486722,0.5722146809389455,0.5488668081839799,0.5488668081839799,0.3705004814354679,0.3732431072662356,0.3458805625860548,0.3458805625860548,0.591053474762295,0.5915043133725038,0.587165321832552,0.587165321832552,0.5798652451812113,0.5807099959795877,0.5724435227721335,0.5724435227721335,0.8273520793473998,0.8275079250313875,0.8259507158077163,0.8259507158077163,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.7223384660006318,0.7191518396424482,0.7509933774834436,0.7509933774834436,0.9259039400190193,0.9236293215529925,0.9463576158940399,0.9463576158940399,1.0,1.0,1.0,1.0,0.5927326472282404,0.5935028974306726,0.585894772542811,0.585894772542811,0.5940154542918911,0.5946526375983285,0.5883585036073354,0.5883585036073354,0.6722378824322064,0.6735439545960417,0.660599529640909,0.660599529640909,0.48749679389181466,0.48928230287038943,0.4715898624400941,0.4715898624400941,0.5878690166585498,0.5876237913653972,0.5899464282837874,0.5899464282837874,0.5808116456050273,0.5812313885182615,0.5771158334814928,0.5771158334814928,0.8324029659122731,0.8328707602298826,0.8282026132229007,0.8282026132229007,1.128861665725708,1.128861665725708,1.128861665725708,1.128861665725708,46.46623229980469,93.7471824645996,103.40640625953674,105.07119541168213,200041.8,179371.4,20670.4,20670.4
0016_MovieMean,896857,5436,3695,604 user sample,MovieMean,0.9797116225415092,0.9798084254691897,0.9788700949854224,0.9788700949854224,0.7825454911700012,0.7824892269043355,0.7830337224198904,0.7830337224198904,0.7852155902525965,0.7852924691985486,0.7845234430352723,0.7845234430352723,0.8098479668207922,0.8097660415272646,0.8105841777620155,0.8105841777620155,0.6316021749990055,0.6335840410486275,0.6138105543206465,0.6138105543206465,0.4353722499231406,0.43789236195227865,0.41274782499238205,0.41274782499238205,0.7730088218400047,0.773950480411791,0.7649056510339065,0.7649056510339065,0.7668544649811049,0.7681179711731232,0.7557518503193947,0.7557518503193947,0.9028685141170584,0.9031673853035809,0.900180839513302,0.900180839513302,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.9914502208664944,0.9912727720269912,0.9930463576158941,0.9930463576158941,0.7223384660006318,0.7191518396424482,0.7509933774834436,0.7509933774834436,0.9259039400190193,0.9236293215529925,0.9463576158940399,0.9463576158940399,1.0,1.0,1.0,1.0,0.7444290986748273,0.7446666077768429,0.7423022807182142,0.7423022807182142,0.7645528956839911,0.7646753610518481,0.7634515186609094,0.7634515186609094,0.7321656673812817,0.7334331206226311,0.720864798102752,0.720864798102752,0.5560386203367964,0.5580474374361283,0.5381498168312937,0.5381498168312937,0.7561113349589468,0.7565157027416038,0.752666381068257,0.752666381068257,0.7471911391296706,0.7480857333716698,0.7394472714028204,0.7394472714028204,0.9001033818879167,0.9007361850704582,0.8944191604438998,0.8944191604438998,3.3092721939086913,3.3092721939086913,3.3092721939086913,3.3092721939086913,58.310016584396365,100.80246748924256,118.0808478832245,122.80880799293519,200041.8,179371.4,20670.4,20670.4
0017_GlobalMean,902373,5436,3699,604 user sample,GlobalMean,1.1171003761715022,1.1187976910270738,1.1013202945394573,1.1013202945394573,0.933804014969807,0.9354759481269669,0.9183832251312491,0.9183832251312491,0.6283500863135792,0.6290712170955199,0.6218807571559574,0.6218807571559574,0.6276177660075668,0.6284385827170447,0.6202532722217147,0.6202532722217147,0.5708308205320601,0.5704660517342994,0.5740974830909512,0.5740974830909512,0.37014784800773887,0.36990258909471874,0.37234560188263244,0.37234560188263244,0.5921750511038727,0.5923095954051224,0.5909482436652704,0.5909482436652704,0.5782031765802177,0.5784536082430326,0.5759826487012605,0.5759826487012605,0.8271020367376565,0.8274833793535267,0.8236688351807369,0.8236688351807369,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.7246849988217198,0.7248727631575547,0.7229997913303241,0.7229997913303241,0.9248835050531549,0.9237903024021898,0.9347253797238972,0.9347253797238972,1.0,1.0,1.0,1.0,0.5926379509857302,0.5928979890070589,0.590263018916916,0.590263018916916,0.5924543541346321,0.5927053449092192,0.5901822392423791,0.5901822392423791,0.6725962802446981,0.6729046369494677,0.669817955173328,0.669817955173328,0.48794696425567086,0.4880905957817978,0.48659886181849465,0.48659886181849465,0.5861027193730813,0.5860867158371785,0.5861862260787556,0.5861862260787556,0.5792369957903775,0.5791065760926075,0.5803881397407498,0.5803881397407498,0.8320081984122165,0.8320693713367412,0.8314560166501475,0.8314560166501475,1.1464311599731445,1.1464311599731445,1.1464311599731445,1.1464311599731445,64.9665253162384,110.83034710884094,128.1492676258087,129.42336277961732,200041.8,180474.6,19567.2,19567.2
0017_MovieMean,902373,5436,3699,604 user sample,MovieMean,0.979740098197724,0.9817605459035506,0.9609023236262006,0.9609023236262006,0.7825292664418009,0.7841003567941838,0.7680386127440921,0.7680386127440921,0.7865464396214237,0.7872935979967383,0.7798468957888741,0.7798468957888741,0.8109297985629411,0.8114790258709002,0.8060053158894822,0.8060053158894822,0.6319880189228914,0.6312624644832796,0.6384947986844025,0.6384947986844025,0.43460305507272967,0.43411205411518405,0.43900896221147717,0.43900896221147717,0.7741302949631998,0.7743462065879422,0.772178622310953,0.772178622310953,0.7671672912049851,0.7676092612322357,0.7632615788454896,0.7632615788454896,0.9031072948047649,0.9033918514529431,0.9005470717866922,0.9005470717866922,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.991484393519247,0.9911642005450167,0.9943670170120701,0.9943670170120701,0.7246849988217198,0.7248727631575547,0.7229997913303241,0.7229997913303241,0.9248835050531549,0.9237903024021898,0.9347253797238972,0.9347253797238972,1.0,1.0,1.0,1.0,0.7456475938140016,0.7462988926266505,0.7397363594666212,0.7397363594666212,0.7651644829535084,0.7658567451809363,0.7588676119756912,0.7588676119756912,0.73158940379391,0.7315083322011685,0.7323121438962579,0.7323121438962579,0.5568707523601018,0.5572393539025616,0.5534744899366222,0.5534744899366222,0.7556522293023391,0.7557162952760745,0.7550594870984525,0.7550594870984525,0.747106791319482,0.7473778245174924,0.7447113901021387,0.7447113901021387,0.899766364934524,0.8998576529382681,0.8989381212767297,0.8989381212767297,3.3909504413604736,3.3909504413604736,3.3909504413604736,3.3909504413604736,54.614860153198244,94.85694913864135,108.93593640327454,112.07907428741456,200041.8,180474.6,19567.2,19567.2
0018_GlobalMean,898765,5436,3689,604 user sample,GlobalMean,1.1171017595636337,1.1165827969152557,1.121678820462105,1.121678820462105,0.9336646726270509,0.9334104227145463,0.9359172923808217,0.9359172923808217,0.6275622779293373,0.6290388670699263,0.614309007983576,0.614309007983576,0.6273454980979187,0.6289314952323873,0.6131094032668609,0.6131094032668609,0.5704878472914083,0.5704581507946124,0.5707580528262978,0.5707580528262978,0.3706636603558989,0.37011966150501535,0.37554842070077477,0.37554842070077477,0.5908984830381099,0.5916624638380596,0.5838733948662318,0.5838733948662318,0.5779146047460103,0.578618593168794,0.5715161104380707,0.5715161104380707,0.8271550462497682,0.8275450638567767,0.8236471084904482,0.8236471084904482,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.7240522236604824,0.7256324463373571,0.7098343821730201,0.7098343821730201,0.9248739139700254,0.9256546026778283,0.9178505925120535,0.9178505925120535,1.0,1.0,1.0,1.0,0.5910089153497589,0.5922916579121109,0.5795229081102082,0.5795229081102082,0.591356041419085,0.5925798559334412,0.5803974085997214,0.5803974085997214,0.67227674043528,0.6733408689995957,0.6626829857897721,0.6626829857897721,0.4878238436563903,0.48784766243565925,0.48758849901499446,0.48758849901499446,0.5863666324995216,0.5868977381425269,0.581596174889864,0.581596174889864,0.5792444914189913,0.5798945362957355,0.5733443250803625,0.5733443250803625,0.8318518002002948,0.8321551000544434,0.8291274095444635,0.8291274095444635,1.2255362033843995,1.2255362033843995,1.2255362033843995,1.2255362033843995,54.86830310821533,100.42292046546936,116.60662307739258,118.10457682609558,200041.8,179753.0,20288.8,20288.8
0018_MovieMean,898765,5436,3689,604 user sample,MovieMean,0.9797214325815352,0.97864171934211,0.9892269996076488,0.9892269996076488,0.7824299509394692,0.7817374284296027,0.7885655459602511,0.7885655459602511,0.7856946229769277,0.7868317758133181,0.7754866745727732,0.7754866745727732,0.8098303374199431,0.8108921101529672,0.8002933449043532,0.8002933449043532,0.6319938264384408,0.6318160667125053,0.6335861785197452,0.6335861785197452,0.4353978760237198,0.43444185384457457,0.44397682287764717,0.44397682287764717,0.7733183573098129,0.7738995930451686,0.7679789928529779,0.7679789928529779,0.7662710180883592,0.7668082564672576,0.7613939098709075,0.7613939098709075,0.902355855824835,0.9025204267718575,0.900876663283982,0.900876663283982,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.9919476064866976,0.9917152286206928,0.9940375385764334,0.9940375385764334,0.7240522236604824,0.7256324463373571,0.7098343821730201,0.7098343821730201,0.9248739139700254,0.9256546026778283,0.9178505925120535,0.9178505925120535,1.0,1.0,1.0,1.0,0.7440269224414614,0.7452492624583955,0.7330389251351435,0.7330389251351435,0.7634073489064158,0.7646877634710204,0.7518922843645374,0.7518922843645374,0.7324508685627841,0.733279357717168,0.7249456333202016,0.7249456333202016,0.5563717289396469,0.5564875531072394,0.5553047052701315,0.5553047052701315,0.7556275928769367,0.7558850219875971,0.7533137797112486,0.7533137797112486,0.7462152349874692,0.746657504708326,0.7421782040374221,0.7421782040374221,0.8992374457594419,0.8994540498274347,0.897292406833265,0.897292406833265,3.3152706623077393,3.3152706623077393,3.3152706623077393,3.3152706623077393,57.88029565811157,98.1703896522522,113.87165522575378,117.87181897163391,200041.8,179753.0,20288.8,20288.8
