,mae increase,rmse increase,precision10t4 decrease,recall10t4 decrease,ndcg10 decrease,num_ratings,num_tested,num_users,num_movies,fit_time,test_time
0,0.009418298031245609,0.010512521479093095,-0.0028758131153855393,0.0019253461102951563,-0.001514280471016538,88294,17658.8,843,1656,7.048558139801026,0.21510939598083495
