,mae increase,rmse increase,precision10t4 decrease,recall10t4 decrease,ndcg10 decrease,num_ratings,num_tested,num_users,num_movies,fit_time,test_time
0,-0.001326831051240096,-0.0022178880654264432,-0.0035133702091294516,-0.002032848997562342,0.0008358677151262262,99520,19904.0,933,1680,9.144841051101684,0.2474576473236084
