,mae increase,rmse increase,precision10t4 decrease,recall10t4 decrease,ndcg10 decrease,num_ratings,num_tested,num_users,num_movies,fit_time,test_time
0,0.0009887099225847074,0.000628981828314723,-0.005210054477953752,0.015617776829122187,0.01664311282538422,49653,9930.6,443,1587,3.92655291557312,0.10001163482666016
